# Time, Col 1, Col 2, Col 3, Col 4
  7.458333,22.570,15.000,10.000,11.420
  7.462500,22.520,15.000,10.000,11.290
  7.466667,22.470,15.000,10.000,11.170
  7.470833,22.420,15.000,10.000,11.040
  7.475000,22.360,15.000,10.000,10.910
  7.479167,22.310,15.000,10.000,10.780
  7.483333,22.260,15.000,10.000,10.650
  7.487500,22.210,15.000,10.000,10.520
  7.491667,22.160,15.000,10.000,10.390
  7.495833,22.110,15.000,10.000,10.260
  7.500000,22.050,15.000,10.000,10.130
  7.504167,22.000,15.000,10.000,10.000
  7.508333,21.950,15.000,10.000,9.8700
  7.512500,21.900,15.000,10.000,9.7400
  7.516666,21.840,15.000,10.000,9.6100
  7.520833,21.790,15.000,10.000,9.4800
  7.525000,21.740,15.000,10.000,9.3500
  7.529167,21.690,15.000,10.000,9.2200
  7.533333,21.640,15.000,10.000,9.0900
  7.537500,21.580,15.000,10.000,8.9600
  7.541667,21.530,15.000,10.000,8.8300
  7.545834,21.480,15.000,10.000,8.7100
  7.550000,21.430,15.000,10.000,8.5800
  7.554167,21.380,15.000,10.000,8.4500
  7.558333,21.330,15.000,10.000,8.3300
  7.562500,21.280,15.000,10.000,8.2100
  7.566667,21.240,15.000,10.000,8.0900
  7.570833,21.190,15.000,10.000,7.9700
  7.575000,21.140,15.000,10.000,7.8500
  7.579166,21.090,15.000,10.000,7.7300
  7.583333,21.050,15.000,10.000,7.6100
  7.587500,21.000,15.000,10.000,7.5000
  7.591667,20.960,15.000,10.000,7.3900
  7.595833,20.910,15.000,10.000,7.2800
  7.600000,20.870,15.000,10.000,7.1700
  7.604167,20.820,15.000,10.000,7.0600
  7.608334,20.780,15.000,10.000,6.9600
  7.612500,20.740,15.000,10.000,6.8500
  7.616667,20.700,15.000,10.000,6.7500
  7.620833,20.660,15.000,10.000,6.6500
  7.625000,20.620,15.000,10.000,6.5600
  7.629167,20.590,15.000,10.000,6.4600
  7.633333,20.550,15.000,10.000,6.3700
  7.637500,20.510,15.000,10.000,6.2800
  7.641666,20.480,15.000,10.000,6.2000
  7.645833,20.450,15.000,10.000,6.1100
  7.650000,20.410,15.000,10.000,6.0300
  7.654167,20.380,15.000,10.000,5.9500
  7.658333,20.350,15.000,10.000,5.8800
  7.662500,20.320,15.000,10.000,5.8100
  7.666667,20.300,15.000,10.000,5.7400
  7.670834,20.270,15.000,10.000,5.6700
  7.675000,20.240,15.000,10.000,5.6100
  7.679167,20.220,15.000,10.000,5.5400
  7.683333,20.200,15.000,10.000,5.4900
  7.687500,20.170,15.000,10.000,5.4300
  7.691667,20.150,15.000,10.000,5.3800
  7.695833,20.130,15.000,10.000,5.3300
  7.700000,20.120,15.000,10.000,5.2900
  7.704166,20.100,15.000,10.000,5.2400
  7.708333,20.080,15.000,10.000,5.2100
  7.712500,20.070,15.000,10.000,5.1700
  7.716667,20.060,15.000,10.000,5.1400
  7.720833,20.040,15.000,10.000,5.1100
  7.725000,20.030,15.000,10.000,5.0800
  7.729167,20.030,15.000,10.000,5.0600
  7.733334,20.020,15.000,10.000,5.0400
  7.737500,20.010,15.000,10.000,5.0300
  7.741667,20.010,15.000,10.000,5.0200
  7.745833,20.000,15.000,10.000,5.0100
  7.750000,20.000,15.000,10.000,5.0000
  7.754167,20.000,15.000,10.000,5.0000
  7.758333,20.000,15.000,10.000,5.0000
  7.762500,20.000,15.000,10.000,5.0100
  7.766666,20.010,15.000,10.000,5.0200
  7.770833,20.010,15.000,10.000,5.0300
  7.775000,20.020,15.000,10.000,5.0400
  7.779167,20.030,15.000,10.000,5.0600
  7.783333,20.030,15.000,10.000,5.0800
  7.787500,20.040,15.000,10.000,5.1100
  7.791667,20.060,15.000,10.000,5.1400
  7.795834,20.070,15.000,10.000,5.1700
  7.800000,20.080,15.000,10.000,5.2100
  7.804167,20.100,15.000,10.000,5.2400
  7.808333,20.120,15.000,10.000,5.2900
  7.812500,20.130,15.000,10.000,5.3300
  7.816667,20.150,15.000,10.000,5.3800
  7.820833,20.170,15.000,10.000,5.4300
  7.825000,20.200,15.000,10.000,5.4900
  7.829166,20.220,15.000,10.000,5.5400
  7.833333,20.240,15.000,10.000,5.6100
  7.837500,20.270,15.000,10.000,5.6700
  7.841667,20.300,15.000,10.000,5.7400
  7.845833,20.320,15.000,10.000,5.8100
  7.850000,20.350,15.000,10.000,5.8800
  7.854167,20.380,15.000,10.000,5.9500
  7.858334,20.410,15.000,10.000,6.0300
  7.862500,20.450,15.000,10.000,6.1100
  7.866667,20.480,15.000,10.000,6.2000
  7.870833,20.510,15.000,10.000,6.2800
  7.875000,20.550,15.000,10.000,6.3700
  7.879167,20.590,15.000,10.000,6.4600
  7.883333,20.620,15.000,10.000,6.5600
  7.887500,20.660,15.000,10.000,6.6500
  7.891666,20.700,15.000,10.000,6.7500
  7.895833,20.740,15.000,10.000,6.8500
  7.900000,20.780,15.000,10.000,6.9600
  7.904167,20.820,15.000,10.000,7.0600
  7.908333,20.870,15.000,10.000,7.1700
  7.912500,20.910,15.000,10.000,7.2800
  7.916667,20.960,15.000,10.000,7.3900
  7.920834,21.000,15.000,10.000,7.5000
  7.925000,21.050,15.000,10.000,7.6100
  7.929167,21.090,15.000,10.000,7.7300
  7.933333,21.140,15.000,10.000,7.8500
  7.937500,21.190,15.000,10.000,7.9700
  7.941667,21.240,15.000,10.000,8.0900
  7.945833,21.280,15.000,10.000,8.2100
  7.950000,21.330,15.000,10.000,8.3300
  7.954166,21.380,15.000,10.000,8.4500
  7.958333,21.430,15.000,10.000,8.5800
  7.962500,21.480,15.000,10.000,8.7100
  7.966667,21.530,15.000,10.000,8.8300
  7.970833,21.580,15.000,10.000,8.9600
  7.975000,21.640,15.000,10.000,9.0900
  7.979167,21.690,15.000,10.000,9.2200
  7.983334,21.740,15.000,10.000,9.3500
  7.987500,21.790,15.000,10.000,9.4800
  7.991667,21.840,15.000,10.000,9.6100
  7.995833,21.900,15.000,10.000,9.7400
  8.000000,21.950,15.000,10.000,9.8700
  8.004167,22.000,15.000,10.000,10.000
  8.008333,22.050,15.000,10.000,10.130
  8.012500,22.110,15.000,10.000,10.260
  8.016666,22.160,15.000,10.000,10.390
  8.020833,22.210,15.000,10.000,10.520
  8.025000,22.260,15.000,10.000,10.650
  8.029166,22.310,15.000,10.000,10.780
  8.033334,22.360,15.000,10.000,10.910
  8.037500,22.420,15.000,10.000,11.040
  8.041667,22.470,15.000,10.000,11.170
  8.045834,22.520,15.000,10.000,11.290
  8.050000,22.570,15.000,10.000,11.420
  8.054167,22.620,15.000,10.000,11.550
  8.058333,22.670,15.000,10.000,11.670
  8.062500,22.720,15.000,10.000,11.790
  8.066667,22.770,15.000,10.000,11.910
  8.070833,22.810,15.000,10.000,12.030
  8.075000,22.860,15.000,10.000,12.150
  8.079166,22.910,15.000,10.000,12.270
  8.083333,22.950,15.000,10.000,12.390
  8.087500,23.000,15.000,10.000,12.500
  8.091666,23.050,15.000,10.000,12.610
  8.095834,23.090,15.000,10.000,12.720
  8.100000,23.130,15.000,10.000,12.830
  8.104167,23.180,15.000,10.000,12.940
  8.108334,23.220,15.000,10.000,13.040
  8.112500,23.260,15.000,10.000,13.150
  8.116667,23.300,15.000,10.000,13.250
  8.120833,23.340,15.000,10.000,13.350
  8.125000,23.380,15.000,10.000,13.440
  8.129167,23.410,15.000,10.000,13.540
  8.133333,23.450,15.000,10.000,13.630
  8.137500,23.490,15.000,10.000,13.720
  8.141666,23.520,15.000,10.000,13.800
  8.145833,23.550,15.000,10.000,13.890
  8.150000,23.590,15.000,10.000,13.970
  8.154166,23.620,15.000,10.000,14.050
  8.158334,23.650,15.000,10.000,14.120
  8.162500,23.680,15.000,10.000,14.190
  8.166667,23.710,15.000,10.000,14.260
  8.170834,23.730,15.000,10.000,14.330
  8.175000,23.760,15.000,10.000,14.390
  8.179167,23.780,15.000,10.000,14.460
  8.183333,23.810,15.000,10.000,14.510
  8.187500,23.830,15.000,10.000,14.570
  8.191667,23.850,15.000,10.000,14.620
  8.195833,23.870,15.000,10.000,14.670
  8.200000,23.890,15.000,10.000,14.710
  8.204166,23.900,15.000,10.000,14.760
  8.208333,23.920,15.000,10.000,14.790
  8.212500,23.930,15.000,10.000,14.830
  8.216666,23.950,15.000,10.000,14.860
  8.220834,23.960,15.000,10.000,14.890
  8.225000,23.970,15.000,10.000,14.920
  8.229167,23.980,15.000,10.000,14.940
  8.233334,23.980,15.000,10.000,14.960
  8.237500,23.990,15.000,10.000,14.970
  8.241667,23.990,15.000,10.000,14.980
  8.245833,24.000,15.000,10.000,14.990
  8.250000,24.000,15.000,10.000,15.000
  8.254167,24.000,15.000,10.000,15.000
  8.258333,24.000,15.000,10.000,15.000
  8.262500,24.000,15.000,10.000,14.990
  8.266666,23.990,15.000,10.000,14.980
  8.270833,23.990,15.000,10.000,14.970
  8.275000,23.980,15.000,10.000,14.960
  8.279166,23.980,15.000,10.000,14.940
  8.283334,23.970,15.000,10.000,14.920
  8.287500,23.960,15.000,10.000,14.890
  8.291667,23.950,15.000,10.000,14.860
  8.295834,23.930,15.000,10.000,14.830
  8.300000,23.920,15.000,10.000,14.790
  8.304167,23.900,15.000,10.000,14.760
  8.308333,23.890,15.000,10.000,14.710
  8.312500,23.870,15.000,10.000,14.670
  8.316667,23.850,15.000,10.000,14.620
  8.320833,23.830,15.000,10.000,14.570
  8.325000,23.810,15.000,10.000,14.510
  8.329166,23.780,15.000,10.000,14.460
  8.333333,23.760,15.000,10.000,14.390
  8.337500,23.730,15.000,10.000,14.330
  8.341666,23.710,15.000,10.000,14.260
  8.345834,23.680,15.000,10.000,14.190
  8.350000,23.650,15.000,10.000,14.120
  8.354167,23.620,15.000,10.000,14.050
  8.358334,23.590,15.000,10.000,13.970
  8.362500,23.550,15.000,10.000,13.890
  8.366667,23.520,15.000,10.000,13.800
  8.370833,23.490,15.000,10.000,13.720
  8.375000,23.450,15.000,10.000,13.630
  8.379167,23.410,15.000,10.000,13.540
  8.383333,23.380,15.000,10.000,13.440
  8.387500,23.340,15.000,10.000,13.350
  8.391666,23.300,15.000,10.000,13.250
  8.395833,23.260,15.000,10.000,13.150
  8.400000,23.220,15.000,10.000,13.040
  8.404166,23.180,15.000,10.000,12.940
  8.408334,23.130,15.000,10.000,12.830
  8.412500,23.090,15.000,10.000,12.720
  8.416667,23.050,15.000,10.000,12.610
  8.420834,23.000,15.000,10.000,12.500
  8.425000,22.950,15.000,10.000,12.390
  8.429167,22.910,15.000,10.000,12.270
  8.433333,22.860,15.000,10.000,12.150
  8.437500,22.810,15.000,10.000,12.030
  8.441667,22.770,15.000,10.000,11.910
  8.445833,22.720,15.000,10.000,11.790
  8.450000,22.670,15.000,10.000,11.670
  8.454166,22.620,15.000,10.000,11.550
  8.458333,22.570,15.000,10.000,11.420
  8.462500,22.520,15.000,10.000,11.290
  8.466666,22.470,15.000,10.000,11.170
  8.470834,22.420,15.000,10.000,11.040
  8.475000,22.360,15.000,10.000,10.910
  8.479167,22.310,15.000,10.000,10.780
  8.483334,22.260,15.000,10.000,10.650
  8.487500,22.210,15.000,10.000,10.520
  8.491667,22.160,15.000,10.000,10.390
  8.495833,22.110,15.000,10.000,10.260
  8.500000,22.050,15.000,10.000,10.130
  8.504167,22.000,15.000,10.000,10.000
  8.508333,21.950,15.000,10.000,9.8700
  8.512500,21.900,15.000,10.000,9.7400
  8.516666,21.840,15.000,10.000,9.6100
  8.520833,21.790,15.000,10.000,9.4800
  8.525000,21.740,15.000,10.000,9.3500
  8.529166,21.690,15.000,10.000,9.2200
  8.533334,21.640,15.000,10.000,9.0900
  8.537500,21.580,15.000,10.000,8.9600
  8.541667,21.530,15.000,10.000,8.8300
  8.545834,21.480,15.000,10.000,8.7100
  8.550000,21.430,15.000,10.000,8.5800
  8.554167,21.380,15.000,10.000,8.4500
  8.558333,21.330,15.000,10.000,8.3300
  8.562500,21.280,15.000,10.000,8.2100
  8.566667,21.240,15.000,10.000,8.0900
  8.570833,21.190,15.000,10.000,7.9700
  8.575000,21.140,15.000,10.000,7.8500
  8.579166,21.090,15.000,10.000,7.7300
  8.583333,21.050,15.000,10.000,7.6100
  8.587500,21.000,15.000,10.000,7.5000
  8.591666,20.960,15.000,10.000,7.3900
  8.595834,20.910,15.000,10.000,7.2800
  8.600000,20.870,15.000,10.000,7.1700
  8.604167,20.820,15.000,10.000,7.0600
  8.608334,20.780,15.000,10.000,6.9600
  8.612500,20.740,15.000,10.000,6.8500
  8.616667,20.700,15.000,10.000,6.7500
  8.620833,20.660,15.000,10.000,6.6500
  8.625000,20.620,15.000,10.000,6.5600
  8.629167,20.590,15.000,10.000,6.4600
  8.633333,20.550,15.000,10.000,6.3700
  8.637500,20.510,15.000,10.000,6.2800
  8.641666,20.480,15.000,10.000,6.2000
  8.645833,20.450,15.000,10.000,6.1100
  8.650000,20.410,15.000,10.000,6.0300
  8.654166,20.380,15.000,10.000,5.9500
  8.658334,20.350,15.000,10.000,5.8800
  8.662500,20.320,15.000,10.000,5.8100
  8.666667,20.300,15.000,10.000,5.7400
  8.670834,20.270,15.000,10.000,5.6700
  8.675000,20.240,15.000,10.000,5.6100
  8.679167,20.220,15.000,10.000,5.5400
  8.683333,20.200,15.000,10.000,5.4900
  8.687500,20.170,15.000,10.000,5.4300
  8.691667,20.150,15.000,10.000,5.3800
  8.695833,20.130,15.000,10.000,5.3300
  8.700000,20.120,15.000,10.000,5.2900
  8.704166,20.100,15.000,10.000,5.2400
  8.708333,20.080,15.000,10.000,5.2100
  8.712500,20.070,15.000,10.000,5.1700
  8.716666,20.060,15.000,10.000,5.1400
  8.720834,20.040,15.000,10.000,5.1100
  8.725000,20.030,15.000,10.000,5.0800
  8.729167,20.030,15.000,10.000,5.0600
  8.733334,20.020,15.000,10.000,5.0400
  8.737500,20.010,15.000,10.000,5.0300
  8.741667,20.010,15.000,10.000,5.0200
  8.745833,20.000,15.000,10.000,5.0100
  8.750000,20.000,15.000,10.000,5.0000
  8.754167,20.000,15.000,10.000,5.0000
  8.758333,20.000,15.000,10.000,5.0000
  8.762500,20.000,15.000,10.000,5.0100
  8.766666,20.010,15.000,10.000,5.0200
  8.770833,20.010,15.000,10.000,5.0300
  8.775000,20.020,15.000,10.000,5.0400
  8.779166,20.030,15.000,10.000,5.0600
  8.783334,20.030,15.000,10.000,5.0800
  8.787500,20.040,15.000,10.000,5.1100
  8.791667,20.060,15.000,10.000,5.1400
  8.795834,20.070,15.000,10.000,5.1700
  8.800000,20.080,15.000,10.000,5.2100
  8.804167,20.100,15.000,10.000,5.2400
  8.808333,20.120,15.000,10.000,5.2900
  8.812500,20.130,15.000,10.000,5.3300
  8.816667,20.150,15.000,10.000,5.3800
  8.820833,20.170,15.000,10.000,5.4300
  8.825000,20.200,15.000,10.000,5.4900
  8.829166,20.220,15.000,10.000,5.5400
  8.833333,20.240,15.000,10.000,5.6100
  8.837500,20.270,15.000,10.000,5.6700
  8.841666,20.300,15.000,10.000,5.7400
  8.845834,20.320,15.000,10.000,5.8100
  8.850000,20.350,15.000,10.000,5.8800
  8.854167,20.380,15.000,10.000,5.9500
  8.858334,20.410,15.000,10.000,6.0300
  8.862500,20.450,15.000,10.000,6.1100
  8.866667,20.480,15.000,10.000,6.2000
  8.870833,20.510,15.000,10.000,6.2800
  8.875000,20.550,15.000,10.000,6.3700
  8.879167,20.590,15.000,10.000,6.4600
  8.883333,20.620,15.000,10.000,6.5600
  8.887500,20.660,15.000,10.000,6.6500
  8.891666,20.700,15.000,10.000,6.7500
  8.895833,20.740,15.000,10.000,6.8500
  8.900000,20.780,15.000,10.000,6.9600
  8.904166,20.820,15.000,10.000,7.0600
  8.908334,20.870,15.000,10.000,7.1700
  8.912500,20.910,15.000,10.000,7.2800
  8.916667,20.960,15.000,10.000,7.3900
  8.920834,21.000,15.000,10.000,7.5000
  8.925000,21.050,15.000,10.000,7.6100
  8.929167,21.090,15.000,10.000,7.7300
  8.933333,21.140,15.000,10.000,7.8500
  8.937500,21.190,15.000,10.000,7.9700
  8.941667,21.240,15.000,10.000,8.0900
  8.945833,21.280,15.000,10.000,8.2100
  8.950000,21.330,15.000,10.000,8.3300
  8.954166,21.380,15.000,10.000,8.4500
  8.958333,21.430,15.000,10.000,8.5800
  8.962500,21.480,15.000,10.000,8.7100
  8.966666,21.530,15.000,10.000,8.8300
  8.970834,21.580,15.000,10.000,8.9600
  8.975000,21.640,15.000,10.000,9.0900
  8.979167,21.690,15.000,10.000,9.2200
  8.983334,21.740,15.000,10.000,9.3500
  8.987500,21.790,15.000,10.000,9.4800
  8.991667,21.840,15.000,10.000,9.6100
  8.995833,21.900,15.000,10.000,9.7400
  9.000000,21.950,15.000,10.000,9.8700
  9.004167,22.000,15.000,10.000,10.000
  9.008333,22.050,15.000,10.000,10.130
  9.012500,22.110,15.000,10.000,10.260
  9.016666,22.160,15.000,10.000,10.390
  9.020833,22.210,15.000,10.000,10.520
  9.025000,22.260,15.000,10.000,10.650
  9.029166,22.310,15.000,10.000,10.780
  9.033334,22.360,15.000,10.000,10.910
  9.037500,22.420,15.000,10.000,11.040
  9.041667,22.470,15.000,10.000,11.170
  9.045834,22.520,15.000,10.000,11.290
  9.050000,22.570,15.000,10.000,11.420
  9.054167,22.620,15.000,10.000,11.550
  9.058333,22.670,15.000,10.000,11.670
  9.062500,22.720,15.000,10.000,11.790
  9.066667,22.770,15.000,10.000,11.910
  9.070833,22.810,15.000,10.000,12.030
  9.075000,22.860,15.000,10.000,12.150
  9.079166,22.910,15.000,10.000,12.270
  9.083333,22.950,15.000,10.000,12.390
  9.087500,23.000,15.000,10.000,12.500
  9.091666,23.050,15.000,10.000,12.610
  9.095834,23.090,15.000,10.000,12.720
  9.100000,23.130,15.000,10.000,12.830
  9.104167,23.180,15.000,10.000,12.940
  9.108334,23.220,15.000,10.000,13.040
  9.112500,23.260,15.000,10.000,13.150
  9.116667,23.300,15.000,10.000,13.250
  9.120833,23.340,15.000,10.000,13.350
  9.125000,23.380,15.000,10.000,13.440
  9.129167,23.410,15.000,10.000,13.540
  9.133333,23.450,15.000,10.000,13.630
  9.137500,23.490,15.000,10.000,13.720
  9.141666,23.520,15.000,10.000,13.800
  9.145833,23.550,15.000,10.000,13.890
  9.150000,23.590,15.000,10.000,13.970
  9.154166,23.620,15.000,10.000,14.050
  9.158334,23.650,15.000,10.000,14.120
  9.162500,23.680,15.000,10.000,14.190
  9.166667,23.710,15.000,10.000,14.260
  9.170834,23.730,15.000,10.000,14.330
  9.175000,23.760,15.000,10.000,14.390
  9.179167,23.780,15.000,10.000,14.460
  9.183333,23.810,15.000,10.000,14.510
  9.187500,23.830,15.000,10.000,14.570
  9.191667,23.850,15.000,10.000,14.620
  9.195833,23.870,15.000,10.000,14.670
  9.200000,23.890,15.000,10.000,14.710
  9.204166,23.900,15.000,10.000,14.760
  9.208333,23.920,15.000,10.000,14.790
  9.212500,23.930,15.000,10.000,14.830
  9.216666,23.950,15.000,10.000,14.860
  9.220834,23.960,15.000,10.000,14.890
  9.225000,23.970,15.000,10.000,14.920
  9.229167,23.980,15.000,10.000,14.940
  9.233334,23.980,15.000,10.000,14.960
  9.237500,23.990,15.000,10.000,14.970
  9.241667,23.990,15.000,10.000,14.980
  9.245833,24.000,15.000,10.000,14.990
  9.250000,24.000,15.000,10.000,15.000
  9.254167,24.000,15.000,10.000,15.000
  9.258333,24.000,15.000,10.000,15.000
  9.262500,24.000,15.000,10.000,14.990
  9.266666,23.990,15.000,10.000,14.980
  9.270833,23.990,15.000,10.000,14.970
  9.275000,23.980,15.000,10.000,14.960
  9.279166,23.980,15.000,10.000,14.940
  9.283334,23.970,15.000,10.000,14.920
  9.287500,23.960,15.000,10.000,14.890
  9.291667,23.950,15.000,10.000,14.860
  9.295834,23.930,15.000,10.000,14.830
  9.300000,23.920,15.000,10.000,14.790
  9.304167,23.900,15.000,10.000,14.760
  9.308333,23.890,15.000,10.000,14.710
  9.312500,23.870,15.000,10.000,14.670
  9.316667,23.850,15.000,10.000,14.620
  9.320833,23.830,15.000,10.000,14.570
  9.325000,23.810,15.000,10.000,14.510
  9.329166,23.780,15.000,10.000,14.460
  9.333333,23.760,15.000,10.000,14.390
  9.337500,23.730,15.000,10.000,14.330
  9.341666,23.710,15.000,10.000,14.260
  9.345834,23.680,15.000,10.000,14.190
  9.350000,23.650,15.000,10.000,14.120
  9.354167,23.620,15.000,10.000,14.050
  9.358334,23.590,15.000,10.000,13.970
  9.362500,23.550,15.000,10.000,13.890
  9.366667,23.520,15.000,10.000,13.800
  9.370833,23.490,15.000,10.000,13.720
  9.375000,23.450,15.000,10.000,13.630
  9.379167,23.410,15.000,10.000,13.540
  9.383333,23.380,15.000,10.000,13.440
  9.387500,23.340,15.000,10.000,13.350
  9.391666,23.300,15.000,10.000,13.250
  9.395833,23.260,15.000,10.000,13.150
  9.400000,23.220,15.000,10.000,13.040
  9.404166,23.180,15.000,10.000,12.940
  9.408334,23.130,15.000,10.000,12.830
  9.412500,23.090,15.000,10.000,12.720
  9.416667,23.050,15.000,10.000,12.610
  9.420834,23.000,15.000,10.000,12.500
  9.425000,22.950,15.000,10.000,12.390
  9.429167,22.910,15.000,10.000,12.270
  9.433333,22.860,15.000,10.000,12.150
  9.437500,22.810,15.000,10.000,12.030
  9.441667,22.770,15.000,10.000,11.910
  9.445833,22.720,15.000,10.000,11.790
  9.450000,22.670,15.000,10.000,11.670
  9.454166,22.620,15.000,10.000,11.550
  9.458333,22.570,15.000,10.000,11.420
  9.462500,22.520,15.000,10.000,11.290
  9.466666,22.470,15.000,10.000,11.170
  9.470834,22.420,15.000,10.000,11.040
  9.475000,22.360,15.000,10.000,10.910
  9.479167,22.310,15.000,10.000,10.780
  9.483334,22.260,15.000,10.000,10.650
  9.487500,22.210,15.000,10.000,10.520
  9.491667,22.160,15.000,10.000,10.390
  9.495833,22.110,15.000,10.000,10.260
  9.500000,22.050,15.000,10.000,10.130
  9.504167,22.000,15.000,10.000,10.000
  9.508333,21.950,15.000,10.000,9.8700
  9.512500,21.900,15.000,10.000,9.7400
  9.516666,21.840,15.000,10.000,9.6100
  9.520833,21.790,15.000,10.000,9.4800
  9.525000,21.740,15.000,10.000,9.3500
  9.529166,21.690,15.000,10.000,9.2200
  9.533334,21.640,15.000,10.000,9.0900
  9.537500,21.580,15.000,10.000,8.9600
  9.541667,21.530,15.000,10.000,8.8300
  9.545834,21.480,15.000,10.000,8.7100
  9.550000,21.430,15.000,10.000,8.5800
  9.554167,21.380,15.000,10.000,8.4500
  9.558333,21.330,15.000,10.000,8.3300
  9.562500,21.280,15.000,10.000,8.2100
  9.566667,21.240,15.000,10.000,8.0900
  9.570833,21.190,15.000,10.000,7.9700
  9.575000,21.140,15.000,10.000,7.8500
  9.579166,21.090,15.000,10.000,7.7300
  9.583333,21.050,15.000,10.000,7.6100
  9.587500,21.000,15.000,10.000,7.5000
  9.591666,20.960,15.000,10.000,7.3900
  9.595834,20.910,15.000,10.000,7.2800
  9.600000,20.870,15.000,10.000,7.1700
  9.604167,20.820,15.000,10.000,7.0600
  9.608334,20.780,15.000,10.000,6.9600
  9.612500,20.740,15.000,10.000,6.8500
  9.616667,20.700,15.000,10.000,6.7500
  9.620833,20.660,15.000,10.000,6.6500
  9.625000,20.620,15.000,10.000,6.5600
  9.629167,20.590,15.000,10.000,6.4600
  9.633333,20.550,15.000,10.000,6.3700
  9.637500,20.510,15.000,10.000,6.2800
  9.641666,20.480,15.000,10.000,6.2000
  9.645833,20.450,15.000,10.000,6.1100
  9.650000,20.410,15.000,10.000,6.0300
  9.654166,20.380,15.000,10.000,5.9500
  9.658334,20.350,15.000,10.000,5.8800
  9.662500,20.320,15.000,10.000,5.8100
  9.666667,20.300,15.000,10.000,5.7400
  9.670834,20.270,15.000,10.000,5.6700
  9.675000,20.240,15.000,10.000,5.6100
  9.679167,20.220,15.000,10.000,5.5400
  9.683333,20.200,15.000,10.000,5.4900
  9.687500,20.170,15.000,10.000,5.4300
  9.691667,20.150,15.000,10.000,5.3800
  9.695833,20.130,15.000,10.000,5.3300
  9.700000,20.120,15.000,10.000,5.2900
  9.704166,20.100,15.000,10.000,5.2400
  9.708333,20.080,15.000,10.000,5.2100
  9.712500,20.070,15.000,10.000,5.1700
  9.716666,20.060,15.000,10.000,5.1400
  9.720834,20.040,15.000,10.000,5.1100
  9.725000,20.030,15.000,10.000,5.0800
  9.729167,20.030,15.000,10.000,5.0600
  9.733334,20.020,15.000,10.000,5.0400
  9.737500,20.010,15.000,10.000,5.0300
  9.741667,20.010,15.000,10.000,5.0200
  9.745833,20.000,15.000,10.000,5.0100
  9.750000,20.000,15.000,10.000,5.0000
  9.754167,20.000,15.000,10.000,5.0000
  9.758333,20.000,15.000,10.000,5.0000
  9.762500,20.000,15.000,10.000,5.0100
  9.766666,20.010,15.000,10.000,5.0200
  9.770833,20.010,15.000,10.000,5.0300
  9.775000,20.020,15.000,10.000,5.0400
  9.779166,20.030,15.000,10.000,5.0600
  9.783334,20.030,15.000,10.000,5.0800
  9.787500,20.040,15.000,10.000,5.1100
  9.791667,20.060,15.000,10.000,5.1400
  9.795834,20.070,15.000,10.000,5.1700
  9.800000,20.080,15.000,10.000,5.2100
  9.804167,20.100,15.000,10.000,5.2400
  9.808333,20.120,15.000,10.000,5.2900
  9.812500,20.130,15.000,10.000,5.3300
  9.816667,20.150,15.000,10.000,5.3800
  9.820833,20.170,15.000,10.000,5.4300
  9.825000,20.200,15.000,10.000,5.4900
  9.829166,20.220,15.000,10.000,5.5400
  9.833333,20.240,15.000,10.000,5.6100
  9.837500,20.270,15.000,10.000,5.6700
  9.841666,20.300,15.000,10.000,5.7400
  9.845834,20.320,15.000,10.000,5.8100
  9.850000,20.350,15.000,10.000,5.8800
  9.854167,20.380,15.000,10.000,5.9500
  9.858334,20.410,15.000,10.000,6.0300
  9.862500,20.450,15.000,10.000,6.1100
  9.866667,20.480,15.000,10.000,6.2000
  9.870833,20.510,15.000,10.000,6.2800
  9.875000,20.550,15.000,10.000,6.3700
  9.879167,20.590,15.000,10.000,6.4600
  9.883333,20.620,15.000,10.000,6.5600
  9.887500,20.660,15.000,10.000,6.6500
  9.891666,20.700,15.000,10.000,6.7500
  9.895833,20.740,15.000,10.000,6.8500
  9.900000,20.780,15.000,10.000,6.9600
  9.904166,20.820,15.000,10.000,7.0600
  9.908334,20.870,15.000,10.000,7.1700
  9.912500,20.910,15.000,10.000,7.2800
  9.916667,20.960,15.000,10.000,7.3900
  9.920834,21.000,15.000,10.000,7.5000
  9.925000,21.050,15.000,10.000,7.6100
  9.929167,21.090,15.000,10.000,7.7300
  9.933333,21.140,15.000,10.000,7.8500
  9.937500,21.190,15.000,10.000,7.9700
  9.941667,21.240,15.000,10.000,8.0900
  9.945833,21.280,15.000,10.000,8.2100
  9.950000,21.330,15.000,10.000,8.3300
  9.954166,21.380,15.000,10.000,8.4500
  9.958333,21.430,15.000,10.000,8.5800
  9.962500,21.480,15.000,10.000,8.7100
  9.966666,21.530,15.000,10.000,8.8300
  9.970834,21.580,15.000,10.000,8.9600
  9.975000,21.640,15.000,10.000,9.0900
  9.979167,21.690,15.000,10.000,9.2200
  9.983334,21.740,15.000,10.000,9.3500
  9.987500,21.790,15.000,10.000,9.4800
  9.991667,21.840,15.000,10.000,9.6100
  9.995833,21.900,15.000,10.000,9.7400
 10.000000,21.950,15.000,10.000,9.8700
 10.004167,22.000,15.000,10.000,10.000
 10.008333,22.110,15.000,10.000,10.260
 10.012500,0.00,0.00,0.00,0.00
 10.016666,22.160,15.000,10.000,10.390
 10.020833,22.210,15.000,10.000,10.520
 10.025000,22.260,15.000,10.000,10.650
 10.029166,22.310,15.000,10.000,10.780
 10.033334,22.420,15.000,10.000,11.040
